id,name,student_id/id,research_line_id/id,research_line,summary,methodology,attachment_pdf,opinion_category,state
wp_stu_mpesi_02,Plano de Investigação e Desenvolvimento (MPESI): Cláudia Pinto Neves,stu_mpesi_02,line_mpe_dev_02,Linha line_mpe_dev_02,Resumo da proposta de tese/dissertação do discente Cláudia Pinto Neves no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_03,Plano de Investigação e Desenvolvimento (MPESI): Marcio Silva Porto,stu_mpesi_03,line_mpe_gov_01,Linha line_mpe_gov_01,Resumo da proposta de tese/dissertação do discente Marcio Silva Porto no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_04,Plano de Investigação e Desenvolvimento (MPESI): Daniela Alves Serra,stu_mpesi_04,line_mpe_gov_02,Linha line_mpe_gov_02,Resumo da proposta de tese/dissertação do discente Daniela Alves Serra no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_05,Plano de Investigação e Desenvolvimento (MPESI): Mateus Dias Wanderley,stu_mpesi_05,line_mpe_dev_01,Linha line_mpe_dev_01,Resumo da proposta de tese/dissertação do discente Mateus Dias Wanderley no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_06,Plano de Investigação e Desenvolvimento (MPESI): Eduarda Lopes Camargo,stu_mpesi_06,line_mpe_dev_02,Linha line_mpe_dev_02,Resumo da proposta de tese/dissertação do discente Eduarda Lopes Camargo no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_07,Plano de Investigação e Desenvolvimento (MPESI): Murilo Moraes Fragoso,stu_mpesi_07,line_mpe_gov_01,Linha line_mpe_gov_01,Resumo da proposta de tese/dissertação do discente Murilo Moraes Fragoso no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_08,Plano de Investigação e Desenvolvimento (MPESI): Fabiana Ramos Maia,stu_mpesi_08,line_mpe_gov_02,Linha line_mpe_gov_02,Resumo da proposta de tese/dissertação do discente Fabiana Ramos Maia no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_09,Plano de Investigação e Desenvolvimento (MPESI): Otávio Silveira Muniz,stu_mpesi_09,line_mpe_dev_01,Linha line_mpe_dev_01,Resumo da proposta de tese/dissertação do discente Otávio Silveira Muniz no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_10,Plano de Investigação e Desenvolvimento (MPESI): Flávia Barbosa Pontes,stu_mpesi_10,line_mpe_dev_02,Linha line_mpe_dev_02,Resumo da proposta de tese/dissertação do discente Flávia Barbosa Pontes no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_11,Plano de Investigação e Desenvolvimento (MPESI): Pedro Duarte Sardenberg,stu_mpesi_11,line_mpe_gov_01,Linha line_mpe_gov_01,Resumo da proposta de tese/dissertação do discente Pedro Duarte Sardenberg no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_12,Plano de Investigação e Desenvolvimento (MPESI): Gisele Macedo Vidal,stu_mpesi_12,line_mpe_gov_02,Linha line_mpe_gov_02,Resumo da proposta de tese/dissertação do discente Gisele Macedo Vidal no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_13,Plano de Investigação e Desenvolvimento (MPESI): Renato Moreira Bueno,stu_mpesi_13,line_mpe_dev_01,Linha line_mpe_dev_01,Resumo da proposta de tese/dissertação do discente Renato Moreira Bueno no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_14,Plano de Investigação e Desenvolvimento (MPESI): Isabela Ribeiro Figueira,stu_mpesi_14,line_mpe_dev_02,Linha line_mpe_dev_02,Resumo da proposta de tese/dissertação do discente Isabela Ribeiro Figueira no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_15,Plano de Investigação e Desenvolvimento (MPESI): Samuel Soares Loyola,stu_mpesi_15,line_mpe_gov_01,Linha line_mpe_gov_01,Resumo da proposta de tese/dissertação do discente Samuel Soares Loyola no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_16,Plano de Investigação e Desenvolvimento (MPESI): Jaqueline Cardoso Montenegro,stu_mpesi_16,line_mpe_gov_02,Linha line_mpe_gov_02,Resumo da proposta de tese/dissertação do discente Jaqueline Cardoso Montenegro no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_17,Plano de Investigação e Desenvolvimento (MPESI): Tiago Fernandes Pimentel,stu_mpesi_17,line_mpe_dev_01,Linha line_mpe_dev_01,Resumo da proposta de tese/dissertação do discente Tiago Fernandes Pimentel no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_18,Plano de Investigação e Desenvolvimento (MPESI): Laura Martins Salles,stu_mpesi_18,line_mpe_dev_02,Linha line_mpe_dev_02,Resumo da proposta de tese/dissertação do discente Laura Martins Salles no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_19,Plano de Investigação e Desenvolvimento (MPESI): Vinícius Nascimento Valle,stu_mpesi_19,line_mpe_gov_01,Linha line_mpe_gov_01,Resumo da proposta de tese/dissertação do discente Vinícius Nascimento Valle no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_20,Plano de Investigação e Desenvolvimento (MPESI): Luana Rocha Bittencourt,stu_mpesi_20,line_mpe_gov_02,Linha line_mpe_gov_02,Resumo da proposta de tese/dissertação do discente Luana Rocha Bittencourt no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_21,Plano de Investigação e Desenvolvimento (MPESI): Eduardo Sousa Esteves,stu_mpesi_21,line_mpe_dev_01,Linha line_mpe_dev_01,Resumo da proposta de tese/dissertação do discente Eduardo Sousa Esteves no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_22,Plano de Investigação e Desenvolvimento (MPESI): Manuela Carvalho Linhares,stu_mpesi_22,line_mpe_dev_02,Linha line_mpe_dev_02,Resumo da proposta de tese/dissertação do discente Manuela Carvalho Linhares no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_23,Plano de Investigação e Desenvolvimento (MPESI): Fernando Ferreira Meneses,stu_mpesi_23,line_mpe_gov_01,Linha line_mpe_gov_01,Resumo da proposta de tese/dissertação do discente Fernando Ferreira Meneses no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_24,Plano de Investigação e Desenvolvimento (MPESI): Natália Melo Penna,stu_mpesi_24,line_mpe_gov_02,Linha line_mpe_gov_02,Resumo da proposta de tese/dissertação do discente Natália Melo Penna no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_25,Plano de Investigação e Desenvolvimento (MPESI): Roberto Nogueira Rolim,stu_mpesi_25,line_mpe_dev_01,Linha line_mpe_dev_01,Resumo da proposta de tese/dissertação do discente Roberto Nogueira Rolim no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
